EVENT_NUMBER	SIZE	DISTANCE	LENGTH	WIDTH	AZWIDTH	MISS	ALPHA
1436	745.107	321.008	54.106	34.24	103779.846	292.311	65.644
1437	971.956	91.373	49.092	31.774	9172.255	63.79	44.267
1438	2970.784	309.715	88.783	36.062	96675.747	304.726	79.737
1439	763.093	94.771	51.094	34.788	9909.765	64.983	43.314
1440	760.64	96.548	52.365	34.841	10288.298	65.731	42.922
1441	870.911	90.943	48.385	32.183	9095.819	62.096	43.079
1442	746.379	95.532	53.092	34.48	10090.65	66.439	44.027
1443	450.208	327.607	38.497	36.035	108063.025	46.544	8.164
1444	544.822	199.502	53.797	33.636	41216.968	16.226	4.646
1445	821.525	94.98	51.496	34.443	9910.573	69.529	47.054
1446	4053.474	220.473	84.936	53.763	50271.025	207.557	70.22
1447	793.879	253.405	52.114	34.001	64853.226	242.769	73.335
1448	570.902	185.356	52.296	34.063	35075.102	167.315	64.555
1449	884.096	89.248	48.756	31.588	8778.647	62.075	44.107
1450	753.098	92.202	50.761	35.927	9466.004	59.607	40.241
1451	811.859	95.828	51.957	35.197	10111.589	68.606	45.725
1452	762.103	94.441	50.608	36.557	9861.738	64.773	43.314
1453	745.26	93.861	51.641	36.064	9784.88	62.669	41.913
1454	790.657	94.503	51.764	34.656	9832.976	68.829	46.719
1455	1389.823	108.778	92.78	39.649	13191.282	98.205	64.555
1456	739.867	95.392	51.206	34.765	10022.262	66.326	44.027
1457	2088.521	230.238	87.306	59.498	55922.936	145.736	39.272
1458	718.938	93.36	54.12	33.941	9672.372	66.859	45.725
1459	503.632	333.393	40.37	36.911	111934.173	154.141	27.516
1460	720.216	97.578	52.175	34.055	10473.454	66.375	42.844
1461	731.588	96.223	50.428	36.826	10201.307	66.214	43.472
1462	521.623	332.3	40.311	37.314	111203.547	167.901	30.331
1463	2782.737	276.695	62.644	40.921	78387.013	87.831	18.482
1464	724.194	92.381	51.553	35.116	9469.623	64.042	43.868
1465	1072.311	83.321	43.571	38.784	7784.617	44.347	32.141
1466	751.864	94.703	53.0	33.339	9918.774	65.344	43.63
1467	857.999	93.775	52.403	33.308	9703.235	66.907	45.48
1468	807.55	93.911	52.635	34.811	9759.287	66.873	45.398
1469	769.262	95.692	51.599	33.966	10073.301	66.931	44.347
1470	742.651	95.904	52.442	34.909	10133.788	68.554	45.643
1471	793.182	92.296	50.879	34.767	9411.754	66.145	45.807
1472	1028.564	235.117	56.238	31.681	55844.663	227.828	75.696
1473	568.115	179.421	48.215	34.486	32833.558	170.763	72.176
1474	1048.861	241.809	104.841	36.539	62019.542	149.288	38.097
1475	540.654	317.64	40.048	37.164	101688.843	70.069	12.768
1476	826.332	94.229	52.535	34.282	9797.13	68.158	46.303
1477	800.404	95.393	51.216	34.896	10013.494	67.519	45.072
1478	710.918	94.48	50.958	36.347	9868.471	65.515	43.868
1479	796.474	95.65	52.247	32.985	10074.309	66.162	43.789
1480	881.838	91.581	48.594	32.166	9224.156	61.78	42.454
1481	893.242	95.141	47.836	34.052	9881.257	66.627	44.427
1482	1575.653	166.328	85.314	51.521	30783.549	64.23	22.706
1483	738.385	93.669	52.063	33.569	9687.299	66.094	44.91
1484	751.919	92.742	52.155	34.575	9516.811	66.812	46.054
1485	798.454	92.993	52.343	33.366	9584.692	63.748	43.314
1486	1917.025	109.657	84.667	37.479	14683.118	51.355	27.905
1487	764.521	94.027	50.634	35.344	9768.237	64.178	43.079
1488	748.292	96.725	52.187	34.058	10282.59	68.232	44.83
1489	678.344	95.825	53.168	35.833	10150.423	68.529	45.643
1490	785.524	92.1	51.755	34.358	9409.598	63.979	44.027
1491	727.088	97.086	51.87	34.986	10382.244	66.122	42.922
1492	623.32	170.386	51.757	33.429	29717.575	154.885	65.368
1493	540.543	182.124	51.796	35.694	33915.791	166.186	65.783
1494	741.32	95.813	51.418	34.685	10128.67	64.299	42.144
1495	710.778	98.018	53.262	34.87	10552.272	71.166	46.552
1496	784.344	93.619	49.967	35.861	9697.191	62.074	41.529
1497	849.016	90.962	48.341	31.619	9106.525	60.329	41.529
1498	760.873	98.036	52.989	33.782	10581.974	66.54	42.766
1499	825.871	95.892	52.867	34.603	10160.969	66.24	43.709
1500	825.096	95.062	53.548	34.314	9995.835	67.318	45.072
1501	549.093	334.665	40.555	36.191	112779.015	165.721	29.67
1502	633.276	169.959	50.992	35.468	29630.197	153.357	64.422
1503	790.025	92.517	50.136	35.457	9466.46	64.119	43.868
1504	728.319	95.83	52.416	34.519	10142.579	65.582	43.157
1505	911.137	90.56	47.853	32.167	9008.481	62.392	43.551
1506	489.884	332.336	38.794	36.271	111148.206	239.211	46.054
1507	760.071	93.781	52.274	33.517	9725.559	64.989	43.868
1508	752.378	93.832	52.949	33.722	9704.836	69.376	47.646
1509	738.833	95.194	52.017	34.236	9989.794	66.786	44.588
1510	581.613	184.852	51.49	35.456	34915.06	167.538	64.958
1511	702.044	92.762	52.839	34.516	9535.478	66.793	46.054
1512	702.995	320.5	53.901	34.11	103454.145	290.668	65.094
1513	768.136	94.387	52.076	35.391	9878.402	63.832	42.532
1514	761.068	97.176	53.534	34.473	10413.919	68.127	44.507
1515	797.198	94.471	51.703	34.344	9817.804	69.048	46.97
1516	485.757	329.679	39.1	36.718	109446.012	69.929	12.24
1517	792.289	93.223	51.102	35.145	9607.282	65.596	44.749
1518	775.308	94.877	53.128	34.192	9980.345	64.268	42.61
1519	1718.804	121.705	97.628	43.442	16771.979	101.836	56.825
1520	480.153	325.813	40.535	35.643	106956.043	97.672	17.458
1521	932.094	91.288	47.737	33.009	9149.763	62.987	43.63
1522	451.834	328.619	39.444	36.483	108762.574	51.747	9.033
1523	793.38	94.565	51.816	34.782	9857.282	67.964	45.972
1524	921.27	90.174	48.553	31.771	8959.72	60.979	42.532
1525	1163.549	305.401	49.946	35.852	94456.815	90.131	17.158
1526	771.467	93.74	52.712	32.987	9694.843	67.225	45.807
1527	521.662	327.425	39.397	37.576	107977.332	69.141	12.181
1528	455.464	328.298	39.416	37.897	108526.603	224.437	43.157
1529	901.796	90.753	47.561	31.278	9037.058	61.122	42.299
1530	785.723	226.468	53.852	32.728	52566.016	93.475	24.393
1531	738.643	95.484	51.164	34.82	10029.54	67.48	44.991
1532	905.145	92.376	47.621	32.466	9369.225	60.111	40.617
1533	787.06	95.946	50.75	35.634	10128.078	67.073	44.347
1534	877.157	222.978	52.768	30.902	50869.845	111.356	29.934
1535	808.059	94.619	51.464	34.765	9862.822	67.647	45.643
1536	784.829	97.418	52.247	34.569	10448.367	66.571	43.079
1537	765.491	94.104	51.13	36.882	9798.779	66.565	44.991
1538	819.868	94.533	51.392	34.61	9858.314	65.952	44.267
1539	881.159	89.666	48.017	31.516	8828.069	63.213	44.83
1540	808.345	91.792	50.636	35.348	9325.219	65.483	45.48
1541	777.184	95.603	52.182	35.422	10070.086	69.154	46.303
1542	901.105	90.022	47.527	32.641	8916.24	61.263	42.922
1543	1762.715	236.472	76.893	42.125	58465.32	97.506	24.331
1544	806.332	96.514	52.639	35.237	10255.967	69.527	46.054
1545	961.528	91.196	47.819	32.561	9139.315	61.639	42.532
1546	772.358	92.851	52.252	33.997	9495.968	69.889	48.851
1547	792.663	94.453	50.807	34.619	9792.819	69.712	47.561
1548	745.626	94.671	51.68	34.538	9881.796	66.912	44.991
1549	735.859	92.829	50.173	35.339	9531.173	63.44	43.079
1550	733.189	95.301	53.153	33.979	10046.873	65.686	43.551
1551	889.78	91.118	49.516	31.809	9154.274	61.73	42.61
1552	851.981	91.428	47.117	32.366	9182.166	59.271	40.391
1553	1978.696	230.99	90.296	38.772	55114.955	191.657	56.099
1554	447.16	328.823	38.359	36.646	108850.963	108.547	19.269
1555	763.986	95.35	52.645	34.778	10073.742	63.879	42.067
1556	766.624	319.245	53.204	34.075	102644.803	289.234	64.958
1557	759.116	93.129	50.739	35.652	9595.807	64.774	44.107
1558	906.66	93.753	48.338	33.089	9633.859	63.358	42.532
1559	748.161	96.504	52.833	33.918	10244.391	68.86	45.561
1560	693.591	94.898	50.455	35.78	9952.763	62.66	41.3
1561	583.089	168.069	52.056	34.152	28954.998	152.854	65.368
1562	872.671	90.216	47.653	31.471	8930.233	62.337	43.709
1563	581.984	352.002	57.297	28.066	124300.543	351.743	87.437
1564	475.602	328.43	38.709	36.777	108611.015	56.471	9.904
1565	523.672	331.909	39.388	37.619	110935.624	39.013	6.777
1566	1528.451	126.073	89.875	37.043	18438.137	78.243	38.389
1567	872.87	93.909	50.76	33.863	9687.625	68.172	46.552
1568	1661.595	273.975	68.017	49.297	77015.346	151.231	33.504
1569	923.805	88.281	47.144	33.658	8623.742	58.208	41.224
1570	862.451	92.835	48.174	32.831	9438.878	64.581	44.107
1571	805.016	94.423	51.416	34.343	9809.136	68.347	46.386
1572	768.207	98.375	52.315	35.441	10610.124	71.49	46.635
1573	774.274	93.846	50.476	35.615	9752.237	61.871	41.224
1574	750.334	94.628	49.507	36.043	9881.224	62.431	41.3
1575	746.625	97.206	52.35	34.558	10380.859	69.247	45.398
1576	862.79	102.706	57.636	33.009	11589.502	73.301	45.561
1577	913.656	89.49	47.626	31.629	8794.444	62.543	44.347
1578	781.402	96.318	54.043	33.784	10204.012	71.273	47.731
1579	1049.852	237.644	57.029	31.591	56989.044	235.775	82.748
1580	836.363	235.497	51.828	33.286	56069.744	226.308	73.946
1581	723.589	93.164	51.264	33.021	9583.995	63.958	43.393
1582	724.431	95.797	51.908	34.741	10142.173	63.954	41.913
1583	1815.146	147.562	96.272	37.532	24925.125	83.411	34.402
1584	859.421	90.144	49.776	30.789	8973.631	60.719	42.377
1585	796.74	92.362	50.648	35.03	9452.24	63.004	43.0
1586	486.963	325.972	39.726	38.084	106984.643	314.35	74.579
1587	716.505	94.87	51.672	35.012	9930.007	66.745	44.749
1588	706.75	95.968	51.806	34.791	10143.923	67.125	44.347
1589	763.182	95.483	52.442	35.039	10036.841	69.974	47.138
1590	556.723	332.035	39.196	37.566	111001.284	144.204	25.722
1591	753.853	94.667	50.563	35.461	9918.255	61.142	40.241
1592	907.156	90.516	47.703	32.536	9013.474	61.008	42.377
1593	756.597	96.336	52.405	34.673	10230.777	67.088	44.107
1594	814.167	93.551	52.22	34.11	9692.155	64.591	43.63
1595	758.404	97.505	51.892	35.782	10454.924	68.79	44.91
1596	1458.143	240.027	50.93	29.248	58135.419	226.229	70.562
1597	772.242	92.131	49.823	36.32	9401.915	63.715	43.789
1598	688.643	93.273	49.485	36.199	9635.044	60.418	40.391
1599	760.694	93.883	51.793	33.369	9674.587	70.207	48.417
1600	694.986	182.008	47.334	36.882	33848.693	171.472	70.39
1601	747.489	98.048	51.911	34.936	10552.387	68.768	44.507
1602	721.073	94.939	52.331	34.302	9978.74	63.76	42.222
1603	731.793	93.73	51.68	34.121	9704.455	65.52	44.347
1604	891.453	90.177	48.404	31.512	8928.002	63.659	44.91
1605	738.631	94.789	51.459	35.247	9923.228	65.617	43.789
1606	880.565	84.544	46.571	39.934	8097.638	42.168	29.934
1607	929.683	90.461	49.165	31.915	9010.608	63.017	44.187
1608	744.934	94.156	52.59	34.088	9754.856	70.426	48.417
1609	805.665	93.928	51.329	36.415	9750.018	67.809	46.22
1610	768.398	94.748	51.334	33.944	9892.981	65.567	43.789
1611	707.402	95.299	51.673	33.622	9969.22	69.077	46.469
1612	725.297	95.009	52.889	34.368	9956.849	68.538	46.137
1613	788.623	94.498	49.744	35.748	9838.985	64.866	43.314
1614	899.098	88.939	47.983	33.112	8760.055	57.909	40.617
1615	474.595	331.421	39.011	35.844	110558.343	193.484	35.732
1616	500.78	333.083	38.989	38.005	111682.571	236.377	45.235
1617	780.094	93.686	51.924	33.597	9660.434	68.611	47.054
1618	1025.083	137.316	50.013	30.446	20043.088	24.905	10.428
1619	801.29	95.152	51.256	34.886	9965.944	67.585	45.235
1620	2530.812	325.324	79.172	34.526	106436.318	324.922	87.437
1621	910.829	92.336	48.347	32.649	9388.625	59.317	39.941
1622	794.852	95.034	51.803	36.238	9993.019	65.85	43.868
1623	747.095	95.526	51.848	35.128	10066.888	66.644	44.267
1624	791.924	93.95	51.112	36.418	9757.394	66.933	45.398
1625	704.61	320.321	53.194	34.514	103339.742	291.341	65.505
1626	757.15	96.297	52.996	33.64	10228.073	66.53	43.709
1627	916.746	90.218	48.411	32.616	8969.339	61.72	43.157
1628	905.477	91.154	48.003	33.408	9175.836	57.947	39.494
1629	829.021	239.51	51.302	34.506	57996.79	232.821	76.41
1630	2904.398	196.338	85.654	54.809	40034.942	195.75	85.561
1631	648.347	169.006	53.355	33.448	29252.898	154.849	66.348
1632	774.651	92.776	51.55	35.115	9552.644	63.296	43.0
1633	758.711	93.836	52.299	34.177	9711.779	68.244	46.635
1634	944.897	91.293	49.6	32.133	9199.084	61.184	42.067
1635	928.388	317.37	90.031	38.816	101474.427	317.361	90.0
1636	748.991	94.734	51.915	33.584	9881.355	67.254	45.235
1637	826.327	91.186	49.356	31.657	9141.556	63.735	44.347
1638	767.491	95.301	49.589	36.928	10001.791	66.108	43.948
1639	534.385	331.389	38.399	37.234	110542.861	161.131	29.078
1640	781.068	95.141	51.376	35.128	9964.503	68.183	45.807
1641	717.204	97.19	50.353	35.31	10366.118	66.611	43.236
1642	813.407	95.124	52.883	34.131	9965.38	69.467	46.886
1643	892.001	92.195	48.747	31.974	9349.124	61.024	41.453
1644	929.999	90.526	48.334	32.066	9014.575	62.081	43.314
1645	920.018	90.457	47.132	32.669	8971.562	63.402	44.507
1646	679.319	96.341	51.92	33.583	10178.963	69.418	46.137
1647	771.483	228.425	51.857	33.755	53381.548	92.579	23.891
1648	937.706	91.087	46.905	33.554	9124.335	59.784	40.996
1649	474.505	333.26	40.254	35.257	111840.232	131.541	23.266
1650	758.259	97.148	51.042	36.067	10361.442	69.493	45.643
1651	687.615	93.781	53.057	34.492	9764.067	64.541	43.472
1652	840.857	238.377	51.601	34.11	57465.845	227.948	72.94
1653	773.072	96.198	49.944	33.904	10145.07	65.667	43.079
1654	848.035	297.334	52.957	34.258	89672.332	117.96	23.391
1655	489.868	328.588	38.216	37.398	108691.549	148.013	26.744
1656	906.278	89.309	53.436	32.278	8819.258	68.918	50.534
1657	488.442	334.453	40.704	35.226	112631.0	170.014	30.531
1658	702.965	94.884	51.548	34.088	9909.326	67.337	45.235
1659	738.11	94.352	51.649	35.722	9854.598	65.035	43.551
1660	746.639	96.904	51.296	34.794	10317.543	67.318	44.027
1661	765.873	92.657	52.476	33.624	9496.469	66.451	45.807
1662	586.735	168.978	52.841	33.024	29247.681	152.566	64.555
1663	2515.767	198.894	121.841	61.457	45594.134	81.395	24.142
1664	488.133	318.545	40.415	35.904	102247.981	147.369	27.581
1665	755.689	96.575	52.023	34.296	10277.772	65.652	42.844
1666	1977.273	25.876	76.849	43.481	1947.993	12.304	28.359
1667	771.395	93.494	50.24	36.045	9689.292	61.197	40.92
1668	718.164	94.25	51.669	34.005	9772.827	68.571	46.719
1669	873.828	171.212	53.799	32.454	30049.971	149.451	60.809
1670	889.448	89.581	46.685	33.347	8855.232	57.017	39.494
1671	909.513	90.743	48.174	31.252	9049.968	61.07	42.299
1672	571.88	184.819	50.215	34.823	34870.406	168.056	65.368
1673	912.777	238.818	52.416	33.483	57637.048	231.986	76.168
1674	865.17	89.649	48.774	31.207	8830.365	63.891	45.48
1675	763.074	95.204	52.348	34.583	9996.275	67.637	45.235
1676	682.11	93.679	51.866	33.954	9693.24	65.829	44.668
1677	777.74	94.217	51.763	36.012	9819.894	66.714	45.072
1678	725.956	94.818	52.711	34.149	9933.749	66.49	44.507
1679	775.701	93.52	51.614	34.513	9671.981	65.11	44.107
1680	894.502	89.783	47.547	32.538	8858.729	62.7	44.267
1681	839.564	93.165	51.228	34.134	9532.247	70.496	49.2
1682	1935.948	178.443	84.281	53.549	35002.914	59.284	19.39
1683	764.199	94.266	52.646	34.964	9813.571	68.574	46.635
1684	784.916	91.612	51.462	34.157	9295.112	65.037	45.235
1685	738.088	94.122	53.954	34.956	9817.445	68.338	46.552
1686	791.309	93.803	52.369	33.549	9688.953	68.9	47.307
1687	771.248	94.274	53.616	34.705	9843.907	67.609	45.807
1688	904.229	89.24	52.253	32.009	8792.239	67.892	49.552
1689	763.182	98.404	51.627	35.671	10621.077	69.722	45.154
1690	912.991	95.765	48.636	35.147	9963.324	76.026	52.561
1691	855.13	90.599	48.032	31.95	9025.417	61.428	42.688
1692	988.844	89.449	47.814	31.924	8783.54	63.811	45.48
1693	752.284	95.204	50.818	34.686	10004.04	63.031	41.453
1694	464.157	327.464	40.246	35.833	108038.839	21.22	3.727
1695	451.843	327.944	38.398	36.874	108281.146	39.228	6.892
1696	754.737	170.043	50.299	34.097	29616.828	153.087	64.158
1697	760.055	98.239	53.632	34.983	10625.582	69.553	45.072
1698	770.111	96.848	51.885	33.884	10321.358	65.854	42.844
1699	784.128	98.898	51.93	35.124	10737.346	67.92	43.393
1700	687.69	226.531	52.298	32.699	52510.894	98.948	25.913
1701	760.06	93.936	50.107	36.188	9777.915	60.599	40.166
1702	781.543	94.087	51.854	34.463	9756.463	68.188	46.469
1703	739.635	97.301	51.402	34.939	10377.627	69.935	45.972
1704	790.811	93.232	50.187	34.8	9594.142	64.263	43.551
1705	763.971	94.862	51.399	33.77	9921.21	64.886	43.157
1706	2437.658	22.694	79.34	48.815	1230.436	22.573	84.268
1707	931.732	89.226	48.455	31.842	8751.918	64.078	45.89
1708	816.913	94.339	52.44	34.306	9848.387	65.215	43.709
1709	691.797	97.409	53.006	34.256	10410.057	71.317	47.054
1710	738.072	94.74	53.285	34.04	9922.484	67.218	45.154
1711	915.442	91.221	46.989	33.873	9190.667	54.474	36.655
1712	749.486	97.682	51.92	33.573	10454.924	68.965	44.91
1713	780.442	94.768	51.984	34.508	9911.892	66.497	44.588
1714	794.784	94.953	52.427	35.812	9986.273	65.789	43.868
1715	896.942	91.957	48.932	31.42	9266.744	64.639	44.668
1716	894.308	92.49	48.173	33.06	9356.338	66.857	46.303
1717	892.775	91.024	48.661	33.16	9138.651	61.2	42.222
1718	624.807	169.328	53.048	33.128	29381.844	151.636	63.637
1719	911.784	91.973	48.935	31.726	9304.45	61.44	41.913
1720	736.516	92.035	51.23	35.589	9413.657	62.835	43.079
1721	762.551	95.394	51.267	35.201	10034.516	65.928	43.709
1722	3510.715	188.563	102.819	70.38	39715.655	105.713	34.125
1723	746.476	94.201	51.562	34.131	9788.468	66.092	44.588
1724	974.577	91.31	48.407	32.377	9160.364	63.002	43.63
1725	784.346	94.272	52.414	33.982	9797.865	68.172	46.303
1726	1900.493	123.419	99.649	42.428	17262.233	102.425	56.099
1727	818.67	96.286	50.986	34.41	10198.139	65.368	42.766
1728	896.114	91.677	49.215	32.165	9269.112	60.509	41.3
1729	880.111	92.351	48.128	32.2	9352.798	62.623	42.688
1730	803.77	320.021	53.925	34.431	103153.454	290.813	65.368
1731	769.933	94.27	51.805	34.557	9821.944	65.316	43.868
1732	781.358	94.041	52.883	34.086	9752.766	69.2	47.392
1733	2866.1	98.039	101.453	54.887	11832.294	83.951	58.87
1734	810.257	94.057	50.966	36.303	9785.238	65.516	44.187
1735	898.242	92.098	49.024	32.106	9293.778	65.884	45.643
1736	853.546	92.33	49.18	32.423	9364.195	64.007	43.868
1737	577.071	182.804	51.47	34.629	34143.018	165.023	64.555
1738	739.753	97.113	51.694	35.346	10363.369	68.839	45.154
1739	778.142	94.978	52.25	35.056	9966.419	66.674	44.588
1740	435.357	327.574	40.682	37.966	108098.78	175.046	32.276
1741	802.605	94.153	51.953	33.838	9770.429	67.348	45.643
1742	783.782	300.064	54.865	33.878	91403.493	112.006	21.901
1743	1662.721	165.088	86.677	52.718	30447.442	65.795	23.516
1744	957.199	92.14	47.774	33.218	9334.417	60.536	41.071
1745	951.56	89.503	48.347	32.228	8837.043	60.826	42.844
1746	908.937	91.917	48.531	32.111	9260.52	64.574	44.668
1747	923.183	89.654	49.641	31.292	8877.871	61.396	43.236
1748	745.075	96.503	51.354	34.676	10219.668	69.071	45.725
1749	922.469	90.84	47.793	31.89	9037.826	64.424	45.154
1750	727.344	95.244	52.248	34.27	9999.634	67.369	44.991
1751	760.466	93.368	52.742	35.295	9655.073	67.625	46.386
1752	868.5	90.246	47.376	33.209	8937.634	64.359	45.48
1753	764.619	94.3	52.239	33.98	9796.72	68.405	46.469
1754	474.277	327.761	39.603	35.914	108201.221	74.572	13.179
1755	783.536	94.719	51.585	34.906	9907.261	65.615	43.868
1756	736.667	95.728	52.19	34.222	10105.352	66.26	43.789
1757	762.01	295.478	54.511	34.051	88663.34	107.045	21.223
1758	1752.295	162.464	88.1	50.18	29698.985	60.982	22.024
1759	985.645	86.411	48.385	31.022	8217.876	64.303	48.073
1760	757.503	95.596	51.65	33.604	10048.435	67.068	44.588
1761	778.522	94.121	50.911	34.572	9776.743	64.747	43.472
1762	906.454	92.457	46.809	32.484	9336.57	63.869	43.709
1763	722.77	91.234	52.266	33.774	9212.715	67.023	47.307
1764	711.52	95.094	50.979	36.736	10025.079	61.794	40.542
1765	730.358	226.891	52.512	34.913	52715.038	92.677	24.079
1766	794.824	92.903	51.198	34.78	9508.873	68.88	47.817
1767	701.99	96.112	52.235	33.566	10163.478	67.225	44.347
1768	741.348	95.95	52.706	33.832	10135.644	68.21	45.316
1769	770.996	94.759	52.399	35.877	9960.541	64.512	42.922
1770	2731.5	87.637	93.8	71.676	11104.971	29.742	19.816
1771	928.27	91.302	48.349	31.975	9158.374	62.276	43.0
1772	1026.975	225.302	48.498	37.172	51453.21	223.92	83.72
1773	740.763	97.927	51.916	35.024	10527.815	68.921	44.749
1774	1585.889	122.069	91.259	37.756	17349.992	80.841	41.453
1775	749.585	95.252	51.643	36.374	10059.798	62.896	41.3
1776	754.332	93.09	52.785	35.285	9586.335	69.018	47.817
1777	757.042	93.971	51.091	35.317	9745.5	66.64	45.154
1778	831.582	91.449	49.193	32.091	9194.968	63.63	44.107
1779	762.311	94.069	52.176	35.145	9797.378	65.634	44.267
1780	695.64	97.514	52.614	34.067	10466.424	66.903	43.314
1781	804.735	94.36	50.068	35.782	9831.274	63.501	42.299
1782	785.481	97.188	52.34	34.256	10380.44	68.454	44.749
1783	775.318	93.392	51.131	35.033	9630.413	66.5	45.398
1784	770.348	93.339	51.179	34.525	9613.195	66.476	45.398
1785	2541.305	258.331	84.984	35.678	69594.563	124.424	28.816
1786	769.293	95.922	52.507	33.386	10112.272	68.766	45.807
1787	799.763	95.75	52.242	34.942	10095.8	68.856	45.972
